dn,P,u,v,w
7.3552e+05,1.991,0.42879,-0.11851,0.088859
7.3552e+05,1.989,0.40914,-0.081996,0.09289
7.3552e+05,1.985,0.4023,-0.10077,0.091189
7.3552e+05,1.98,0.41465,-0.054295,0.1025
7.3552e+05,1.977,0.40063,-0.072142,0.10007
7.3552e+05,1.971,0.38332,-0.044948,0.095289
7.3552e+05,1.97,0.37641,-0.01763,0.08554
7.3552e+05,1.967,0.349,-0.055031,0.088782
7.3552e+05,1.962,0.42777,-0.028568,0.082724
7.3552e+05,1.958,0.48053,-0.071153,0.093117
7.3552e+05,1.957,0.39704,-0.0033349,0.10473
7.3552e+05,1.953,0.35525,-0.0054022,0.087407
7.3552e+05,1.951,0.38777,-0.029062,0.086695
7.3552e+05,1.948,0.38374,-0.0055554,0.086285
7.3552e+05,1.945,0.32894,0.030203,0.077695
7.3552e+05,1.943,0.32818,-0.0056436,0.083648
7.3552e+05,1.942,0.36162,-0.022083,0.08303
7.3552e+05,1.938,0.37439,0.047237,0.09036
7.3552e+05,1.936,0.34354,-0.0222,0.088226
7.3552e+05,1.935,0.3074,0.055954,0.097617
7.3552e+05,1.931,0.31053,0.015772,0.089894
7.3552e+05,1.928,0.33342,0.01129,0.093227
7.3552e+05,1.924,0.30459,-0.010485,0.10135
7.3552e+05,1.922,0.28971,-0.031878,0.11391
7.3552e+05,1.918,0.30971,-0.02362,0.10288
7.3552e+05,1.915,0.31862,0.0073615,0.10378
7.3552e+05,1.91,0.31682,-0.027172,0.11466
7.3552e+05,1.908,0.25616,-0.015044,0.10648
7.3552e+05,1.904,0.25992,-0.017017,0.1149
7.3552e+05,1.9,0.21323,-0.024073,0.13528
7.3552e+05,1.897,0.26677,-0.064426,0.1367
7.3552e+05,1.894,0.26248,-0.052604,0.13225
7.3552e+05,1.887,0.30687,-0.047386,0.12671
7.3552e+05,1.884,0.27424,-0.055502,0.13344
7.3552e+05,1.879,0.247,-0.042745,0.13268
7.3552e+05,1.875,0.19214,-0.017623,0.14419
7.3552e+05,1.869,0.19849,0.015855,0.1378
7.3552e+05,1.866,0.25986,-0.10959,0.14203
7.3552e+05,1.857,0.22181,-0.015415,0.15223
7.3552e+05,1.855,0.18761,-0.059507,0.15076
7.3552e+05,1.849,0.2395,0.048386,0.16308
7.3552e+05,1.842,0.20187,-0.077507,0.1492
7.3552e+05,1.836,0.174,-0.094294,0.15843
7.3552e+05,1.829,0.20198,-0.077902,0.15725
7.3552e+05,1.823,0.18017,-0.054907,0.1681
7.3552e+05,1.814,0.19413,-0.056362,0.16449
7.3552e+05,1.807,0.16424,-0.081813,0.16748
7.3552e+05,1.801,0.15329,0.0022318,0.16939
7.3552e+05,1.795,0.11632,-0.021899,0.1616
7.3552e+05,1.787,0.1521,-0.056067,0.17027
7.3552e+05,1.779,0.16117,-0.021935,0.1722
7.3552e+05,1.771,0.18373,-0.016175,0.16846
7.3552e+05,1.764,0.1903,-0.00094891,0.17918
7.3552e+05,1.756,0.13776,-0.039905,0.16479
7.3552e+05,1.748,0.10143,-0.051826,0.17014
7.3552e+05,1.74,0.1575,-0.035588,0.17182
7.3552e+05,1.735,0.15441,-0.022324,0.17252
7.3552e+05,1.726,0.16654,-0.047674,0.16068
7.3552e+05,1.718,0.12872,0.020503,0.16588
7.3552e+05,1.712,0.11456,-0.010343,0.16343
7.3552e+05,1.704,0.11777,-0.033456,0.16276
7.3552e+05,1.699,0.097708,0.020397,0.14765
7.3552e+05,1.691,0.12619,-0.035694,0.15658
7.3552e+05,1.682,0.11886,0.0014721,0.1498
7.3552e+05,1.677,0.11371,-0.031482,0.15732
7.3552e+05,1.669,0.1719,-0.023254,0.14716
7.3552e+05,1.662,0.084473,0.0043878,0.1453
7.3552e+05,1.656,0.085848,-0.016622,0.13941
7.3552e+05,1.648,0.11848,-0.00088978,0.13267
7.3552e+05,1.643,0.040704,-0.017505,0.12778
7.3552e+05,1.637,0.074228,-0.016086,0.11611
7.3552e+05,1.631,0.10749,0.013694,0.13055
7.3552e+05,1.629,0.030398,0.047632,0.10763
7.3552e+05,1.624,0.074435,0.016085,0.10005
7.3552e+05,1.617,0.052923,0.031859,0.098865
7.3552e+05,1.616,0.05937,0.041571,0.087459
7.3552e+05,1.61,0.014255,0.078767,0.075832
7.3552e+05,1.606,0.038952,0.075203,0.065278
7.3552e+05,1.602,0.035846,0.1058,0.042848
7.3552e+05,1.598,-0.004773,0.098481,0.034695
7.3552e+05,1.598,-0.0037213,0.11148,0.025756
7.3552e+05,1.597,0.0001862,0.12238,0.012081
7.3552e+05,1.597,0.0011852,0.14785,-0.0079207
7.3552e+05,1.596,0.034995,0.12642,-0.022574
7.3552e+05,1.594,-0.025192,0.14892,-0.023672
7.3552e+05,1.597,-0.01459,0.10913,-0.038675
7.3552e+05,1.596,0.019396,0.1787,-0.045269
7.3552e+05,1.597,0.020357,0.15047,-0.056228
7.3552e+05,1.601,0.0067577,0.17162,-0.058617
7.3552e+05,1.602,-0.041734,0.19608,-0.069582
7.3552e+05,1.603,-0.063529,0.21881,-0.10296
7.3552e+05,1.61,0.0077015,0.19381,-0.10275
7.3552e+05,1.613,0.011092,0.26209,-0.10441
7.3552e+05,1.618,-0.0033383,0.18817,-0.11493
7.3552e+05,1.624,0.0059032,0.20878,-0.12907
7.3552e+05,1.629,-0.0036155,0.2189,-0.1431
7.3552e+05,1.634,0.049159,0.26443,-0.15683
7.3552e+05,1.64,0.014672,0.23544,-0.17743
7.3552e+05,1.645,0.057167,0.19798,-0.18416
7.3552e+05,1.656,0.011203,0.22218,-0.18884
7.3552e+05,1.666,0.03172,0.16504,-0.20283
7.3552e+05,1.675,0.046064,0.2383,-0.2265
7.3552e+05,1.681,0.04665,0.232,-0.2375
7.3552e+05,1.692,0.10077,0.23459,-0.2531
7.3552e+05,1.704,0.0091188,0.15574,-0.26745
7.3552e+05,1.709,0.076758,0.21609,-0.2676
7.3552e+05,1.718,0.079982,0.2006,-0.26828
7.3552e+05,1.731,0.15356,0.20606,-0.29095
7.3552e+05,1.742,0.16722,0.18845,-0.29559
7.3552e+05,1.754,0.20626,0.17673,-0.30971
7.3552e+05,1.763,0.20061,0.13616,-0.29722
7.3552e+05,1.771,0.17561,0.1719,-0.29775
7.3552e+05,1.784,0.23141,0.12892,-0.30816
7.3552e+05,1.798,0.20941,0.10254,-0.3114
7.3552e+05,1.81,0.25002,0.1595,-0.31833
7.3552e+05,1.821,0.26429,0.11734,-0.31487
7.3552e+05,1.833,0.26561,0.09226,-0.32679
7.3552e+05,1.844,0.27046,0.10053,-0.33937
7.3552e+05,1.856,0.2599,0.08071,-0.33039
7.3552e+05,1.865,0.235,0.084274,-0.31785
7.3552e+05,1.871,0.23598,0.09504,-0.32478
7.3552e+05,1.881,0.29033,0.070444,-0.31825
7.3552e+05,1.892,0.23017,0.05854,-0.30427
7.3552e+05,1.898,0.27706,0.040646,-0.30351
7.3552e+05,1.909,0.28026,0.059683,-0.29716
7.3552e+05,1.922,0.34113,-0.0008962,-0.30303
7.3552e+05,1.932,0.2881,0.030132,-0.29536
7.3552e+05,1.945,0.31408,0.0047701,-0.29271
7.3552e+05,1.955,0.32089,-0.047627,-0.28096
7.3552e+05,1.964,0.37835,-0.045572,-0.26708
7.3552e+05,1.968,0.30761,-0.043811,-0.26322
7.3552e+05,1.979,0.33573,-0.062741,-0.25432
7.3552e+05,1.987,0.3172,-0.075858,-0.24616
7.3552e+05,1.997,0.31519,-0.060627,-0.22626
7.3552e+05,2.006,0.37015,-0.061457,-0.22167
7.3552e+05,2.013,0.3274,-0.13325,-0.2029
7.3552e+05,2.017,0.3215,-0.11381,-0.19144
7.3552e+05,2.028,0.3955,-0.14263,-0.1809
7.3552e+05,2.029,0.37825,-0.14445,-0.16958
7.3552e+05,2.033,0.31665,-0.1381,-0.16077
7.3552e+05,2.039,0.33919,-0.17975,-0.15044
7.3552e+05,2.044,0.3521,-0.17884,-0.12299
7.3552e+05,2.041,0.36923,-0.18358,-0.10718
7.3552e+05,2.047,0.36371,-0.19461,-0.099697
7.3552e+05,2.051,0.37312,-0.21195,-0.093714
7.3552e+05,2.049,0.37699,-0.22324,-0.072212
7.3552e+05,2.052,0.33949,-0.17253,-0.068992
7.3552e+05,2.056,0.35897,-0.20445,-0.051931
7.3552e+05,2.052,0.39301,-0.22838,-0.036406
7.3552e+05,2.055,0.43799,-0.23826,-0.025799
7.3552e+05,2.055,0.42237,-0.2418,-0.016331
7.3552e+05,2.05,0.39294,-0.28773,0.0027874
7.3552e+05,2.051,0.34631,-0.25093,0.015131
7.3552e+05,2.05,0.4071,-0.24875,0.0183
7.3552e+05,2.047,0.38842,-0.18571,0.028463
7.3552e+05,2.045,0.37241,-0.26225,0.043921
7.3552e+05,2.04,0.35095,-0.16178,0.046763
7.3552e+05,2.039,0.42142,-0.19887,0.056948
7.3552e+05,2.031,0.33826,-0.20589,0.059545
7.3552e+05,2.027,0.35198,-0.2453,0.080039
7.3552e+05,2.025,0.39089,-0.19018,0.081987
7.3552e+05,2.017,0.37997,-0.22129,0.078866
7.3552e+05,2.01,0.37483,-0.23048,0.090404
7.3552e+05,2.005,0.35715,-0.14997,0.089611
7.3552e+05,2.001,0.36257,-0.1635,0.097199
7.3552e+05,1.994,0.38738,-0.16024,0.10374
7.3552e+05,1.987,0.37628,-0.18505,0.10764
7.3552e+05,1.981,0.35939,-0.14302,0.10793
7.3552e+05,1.979,0.39501,-0.22918,0.11256
7.3552e+05,1.97,0.4101,-0.19164,0.10203
7.3552e+05,1.966,0.3781,-0.16076,0.10682
7.3552e+05,1.962,0.347,-0.18634,0.099635
7.3552e+05,1.958,0.34008,-0.1258,0.10195
7.3552e+05,1.951,0.40561,-0.16327,0.094541
7.3552e+05,1.948,0.36566,-0.14368,0.086456
7.3552e+05,1.942,0.35401,-0.10808,0.08326
7.3552e+05,1.94,0.39908,-0.14987,0.075784
7.3552e+05,1.934,0.33316,-0.12907,0.070082
7.3552e+05,1.929,0.40286,-0.13714,0.071143
7.3552e+05,1.928,0.36185,-0.11308,0.070991
7.3552e+05,1.925,0.40747,-0.10917,0.058544
7.3552e+05,1.922,0.38082,-0.11966,0.06086
7.3552e+05,1.919,0.44609,-0.10342,0.047396
7.3552e+05,1.915,0.35822,-0.088781,0.048508
7.3552e+05,1.917,0.36714,-0.11557,0.051426
7.3552e+05,1.915,0.38244,-0.094972,0.052982
7.3552e+05,1.913,0.34711,-0.065533,0.073512
7.3552e+05,1.914,0.31227,-0.1066,0.05891
7.3552e+05,1.912,0.3642,-0.082614,0.048112
7.3552e+05,1.911,0.36898,-0.093517,0.051614
7.3552e+05,1.908,0.39384,-0.078173,0.055148
7.3552e+05,1.907,0.36225,-0.15339,0.068017
7.3552e+05,1.904,0.36122,-0.078674,0.06188
7.3552e+05,1.902,0.38307,-0.12176,0.062094
7.3552e+05,1.9,0.26146,-0.066517,0.061782
7.3552e+05,1.898,0.44574,-0.10014,0.075505
7.3552e+05,1.898,0.34439,-0.098358,0.079266
7.3552e+05,1.892,0.34384,-0.071046,0.082226
7.3552e+05,1.889,0.35915,-0.12345,0.085794
7.3552e+05,1.884,0.34375,-0.071441,0.092268
7.3552e+05,1.879,0.3549,-0.13933,0.092397
7.3552e+05,1.874,0.37382,-0.13331,0.093317
7.3552e+05,1.872,0.42724,-0.050891,0.10076
7.3552e+05,1.867,0.30577,-0.064585,0.1075
7.3552e+05,1.863,0.30459,-0.13943,0.11341
7.3552e+05,1.856,0.30301,-0.10187,0.11627
7.3552e+05,1.85,0.36162,-0.10336,0.12525
7.3552e+05,1.845,0.31039,-0.078903,0.14114
7.3552e+05,1.836,0.32607,-0.14562,0.14475
7.3552e+05,1.829,0.32063,-0.13065,0.15425
7.3552e+05,1.823,0.30321,-0.078768,0.15851
7.3552e+05,1.817,0.27401,-0.11039,0.17162
7.3552e+05,1.808,0.3034,-0.070104,0.18265
7.3552e+05,1.804,0.32919,-0.064084,0.1913
7.3552e+05,1.793,0.28455,-0.089523,0.18877
7.3552e+05,1.787,0.2447,-0.061263,0.20583
7.3552e+05,1.774,0.25188,-0.062187,0.20656
7.3552e+05,1.767,0.17741,-0.012234,0.21506
7.3552e+05,1.758,0.26429,-0.069026,0.21687
7.3552e+05,1.748,0.22896,-0.015427,0.23237
7.3552e+05,1.737,0.1952,0.010466,0.24401
7.3552e+05,1.73,0.20479,0.010984,0.23795
7.3552e+05,1.718,0.18689,0.012704,0.2492
7.3552e+05,1.708,0.15772,0.01023,0.26734
7.3552e+05,1.699,0.207,0.043939,0.25928
7.3552e+05,1.686,0.13349,0.032966,0.25784
7.3552e+05,1.676,0.1253,0.074596,0.257
7.3552e+05,1.663,0.062312,0.062039,0.26366
7.3552e+05,1.654,0.093127,0.086176,0.25674
7.3552e+05,1.644,0.079873,0.06347,0.25841
7.3552e+05,1.636,0.069696,0.13412,0.26039
7.3552e+05,1.625,0.074632,0.1353,0.25989
7.3552e+05,1.614,0.027625,0.16212,0.25511
7.3552e+05,1.6,0.0052168,0.16884,0.24579
7.3552e+05,1.588,0.0096544,0.20179,0.24524
7.3552e+05,1.579,-0.0026622,0.21756,0.22891
7.3552e+05,1.567,-0.064496,0.2184,0.21658
7.3552e+05,1.559,-0.019742,0.21022,0.21511
7.3552e+05,1.55,-0.0075086,0.20955,0.21032
7.3552e+05,1.544,-0.042307,0.23755,0.20879
7.3552e+05,1.532,-0.11656,0.3353,0.19219
7.3552e+05,1.522,-0.087735,0.29982,0.19914
7.3552e+05,1.515,-0.067508,0.29823,0.18713
7.3552e+05,1.508,-0.070524,0.3052,0.1818
7.3552e+05,1.501,-0.10591,0.32413,0.16915
7.3552e+05,1.494,-0.1851,0.36306,0.17717
7.3552e+05,1.492,-0.16515,0.31118,0.14804
7.3552e+05,1.486,-0.19498,0.35414,0.12893
7.3552e+05,1.481,-0.11837,0.36787,0.11159
7.3552e+05,1.479,-0.17184,0.34638,0.10515
7.3552e+05,1.474,-0.19775,0.37476,0.082407
7.3552e+05,1.471,-0.2378,0.45122,0.069286
7.3552e+05,1.469,-0.23432,0.39121,0.03848
7.3552e+05,1.469,-0.23487,0.3467,0.01631
7.3552e+05,1.468,-0.19784,0.38317,-0.010077
7.3552e+05,1.466,-0.25603,0.3999,-0.023034
7.3552e+05,1.468,-0.26216,0.38914,-0.040745
7.3552e+05,1.471,-0.26441,0.43221,-0.08319
7.3552e+05,1.474,-0.19046,0.41705,-0.11085
7.3552e+05,1.476,-0.22616,0.39568,-0.11951
7.3552e+05,1.482,-0.25253,0.38861,-0.14832
7.3552e+05,1.49,-0.2175,0.4071,-0.16687
7.3552e+05,1.494,-0.19671,0.40906,-0.19089
7.3552e+05,1.502,-0.12488,0.36869,-0.21876
7.3552e+05,1.51,-0.1665,0.33656,-0.24712
7.3552e+05,1.525,-0.13317,0.3213,-0.27389
7.3552e+05,1.534,-0.15224,0.3527,-0.30799
7.3552e+05,1.547,-0.088122,0.30696,-0.33665
7.3552e+05,1.558,-0.12935,0.37304,-0.34989
7.3552e+05,1.572,-0.073632,0.31207,-0.37136
7.3552e+05,1.584,-0.063967,0.32323,-0.39752
7.3552e+05,1.598,-0.069273,0.28739,-0.42218
7.3552e+05,1.616,0.025654,0.2663,-0.44469
7.3552e+05,1.632,-0.023944,0.24993,-0.45677
7.3552e+05,1.648,0.0026948,0.22851,-0.47617
7.3552e+05,1.664,-0.014874,0.18756,-0.48801
7.3552e+05,1.677,0.045374,0.17661,-0.50299
7.3552e+05,1.698,0.029792,0.15457,-0.51865
7.3552e+05,1.721,0.060523,0.12894,-0.5316
7.3552e+05,1.74,0.080345,0.12735,-0.53964
7.3552e+05,1.758,0.082168,0.086642,-0.54749
7.3552e+05,1.777,0.12718,0.082012,-0.55799
7.3552e+05,1.804,0.12988,0.019902,-0.55772
7.3552e+05,1.825,0.17378,0.023283,-0.56632
7.3552e+05,1.845,0.22366,-0.055408,-0.57331
7.3552e+05,1.861,0.23142,-0.14234,-0.57754
7.3552e+05,1.876,0.2182,-0.095583,-0.57185
7.3552e+05,1.886,0.25631,-0.12923,-0.573
7.3552e+05,1.902,0.29871,-0.11114,-0.57974
7.3552e+05,1.924,0.31716,-0.18889,-0.57485
7.3552e+05,1.962,0.32788,-0.21411,-0.55064
7.3552e+05,1.961,0.28166,-0.20239,-0.54127
7.3552e+05,1.967,0.39964,-0.28205,-0.54434
7.3552e+05,2.006,0.38443,-0.26983,-0.52579
7.3552e+05,2.02,0.38627,-0.25526,-0.50349
7.3552e+05,2.024,0.44172,-0.32726,-0.49383
7.3552e+05,2.051,0.46698,-0.30417,-0.47216
7.3552e+05,2.079,0.50051,-0.3361,-0.44261
7.3552e+05,2.086,0.55291,-0.38184,-0.43125
7.3552e+05,2.109,0.54783,-0.38013,-0.39558
7.3552e+05,2.131,0.49712,-0.42959,-0.38667
7.3552e+05,2.148,0.57689,-0.32212,-0.33834
7.3552e+05,2.161,0.62351,-0.40672,-0.32757
7.3552e+05,2.171,0.63874,-0.41369,-0.29185
7.3552e+05,2.181,0.52948,-0.44223,-0.26376
7.3552e+05,2.197,0.58163,-0.46013,-0.23936
7.3552e+05,2.203,0.66084,-0.45363,-0.21622
7.3552e+05,2.207,0.66262,-0.45876,-0.19091
7.3552e+05,2.215,0.61252,-0.45202,-0.15379
7.3552e+05,2.217,0.62609,-0.39019,-0.13231
7.3552e+05,2.222,0.66349,-0.48949,-0.093321
7.3552e+05,2.226,0.66804,-0.42502,-0.068734
7.3552e+05,2.221,0.6649,-0.42542,-0.028847
7.3552e+05,2.22,0.63584,-0.42829,-0.0026543
7.3552e+05,2.221,0.68333,-0.43752,0.01826
7.3552e+05,2.22,0.70089,-0.4202,0.048191
7.3552e+05,2.212,0.6951,-0.43477,0.064691
7.3552e+05,2.206,0.72752,-0.4264,0.10417
7.3552e+05,2.193,0.7159,-0.39422,0.12913
7.3552e+05,2.19,0.73009,-0.41472,0.16073
7.3552e+05,2.189,0.69423,-0.43911,0.17316
7.3552e+05,2.177,0.69201,-0.38357,0.19404
7.3552e+05,2.158,0.7268,-0.37874,0.21668
7.3552e+05,2.148,0.71618,-0.35326,0.2357
7.3552e+05,2.138,0.67241,-0.35966,0.26241
7.3552e+05,2.135,0.67203,-0.32999,0.28448
7.3552e+05,2.114,0.67716,-0.31214,0.29908
7.3552e+05,2.108,0.68867,-0.29534,0.30025
7.3552e+05,2.094,0.69055,-0.2767,0.32859
7.3552e+05,2.087,0.61479,-0.28583,0.35706
7.3552e+05,2.079,0.64638,-0.28349,0.36832
7.3552e+05,2.064,0.63217,-0.27797,0.38094
7.3552e+05,2.055,0.55191,-0.29104,0.39389
7.3552e+05,2.04,0.61533,-0.24067,0.41441
7.3552e+05,2.025,0.54145,-0.20673,0.43504
7.3552e+05,2.005,0.52662,-0.13542,0.44258
7.3552e+05,1.996,0.53838,-0.082256,0.45584
7.3552e+05,1.98,0.46386,-0.14207,0.46132
7.3552e+05,1.961,0.46699,-0.085354,0.47772
7.3552e+05,1.945,0.44072,-0.068526,0.47404
7.3552e+05,1.928,0.38444,-0.067695,0.48239
7.3552e+05,1.908,0.38957,-0.050367,0.48392
7.3552e+05,1.895,0.38245,-0.013595,0.4842
7.3552e+05,1.879,0.30894,0.0077325,0.49079
7.3552e+05,1.858,0.32594,-0.026683,0.48951
7.3552e+05,1.842,0.35141,-0.0041183,0.49612
7.3552e+05,1.825,0.26143,0.041777,0.50003
7.3552e+05,1.81,0.27901,0.05844,0.49478
7.3552e+05,1.791,0.26632,0.054641,0.50656
7.3552e+05,1.77,0.25946,0.069613,0.52998
7.3552e+05,1.752,0.10123,0.20223,0.48675
7.3552e+05,1.731,0.19983,-0.028423,-0.0041458
7.3552e+05,1.708,0.19983,-0.028423,-0.0041458
7.3552e+05,1.697,-0.33379,-0.028654,0.30981
7.3552e+05,1.676,-0.1739,-0.024567,0.19641
7.3552e+05,1.658,-0.13256,0.029362,0.277
7.3552e+05,1.64,-0.078771,0.11388,0.33274
7.3552e+05,1.616,-0.32396,0.017954,0.29271
7.3552e+05,1.602,0.19983,-0.028423,-0.0041458
7.3552e+05,1.587,-0.15609,0.31222,0.23541
7.3552e+05,1.574,-0.019288,0.33469,0.27647
7.3552e+05,1.559,-0.20364,0.22007,0.26877
7.3552e+05,1.546,0.065534,0.30548,0.26499
7.3552e+05,1.532,0.091694,0.28248,0.21137
7.3552e+05,1.521,0.028562,0.11183,0.22605
7.3552e+05,1.509,-0.079829,0.10233,0.28338
7.3552e+05,1.502,-0.027962,0.19617,0.26855
7.3552e+05,1.491,-0.093924,0.26884,0.24676
7.3552e+05,1.483,-0.073007,0.2767,0.23582
7.3552e+05,1.48,-0.091912,0.27816,0.21279
7.3552e+05,1.472,-0.12452,0.29276,0.19741
7.3552e+05,1.467,-0.15073,0.32876,0.17766
7.3552e+05,1.459,-0.14008,0.28529,0.14657
7.3552e+05,1.456,-0.18984,0.32302,0.11839
7.3552e+05,1.454,-0.14105,0.34767,0.098228
7.3552e+05,1.45,-0.13793,0.30106,0.063364
7.3552e+05,1.449,-0.14524,0.32023,0.044528
7.3552e+05,1.45,-0.12573,0.33598,0.016357
7.3552e+05,1.453,-0.15014,0.33311,-0.0032136
7.3552e+05,1.453,-0.17318,0.34232,-0.038728
7.3552e+05,1.456,-0.14128,0.32838,-0.056591
7.3552e+05,1.459,-0.11718,0.3,-0.09133
7.3552e+05,1.465,-0.10111,0.29947,-0.11181
7.3552e+05,1.472,-0.1029,0.28214,-0.14617
7.3552e+05,1.476,-0.15829,0.333,-0.1709
7.3552e+05,1.482,-0.11825,0.29042,-0.18592
7.3552e+05,1.488,-0.11311,0.25077,-0.20048
7.3552e+05,1.496,-0.081892,0.23499,-0.21942
7.3552e+05,1.505,-0.095595,0.24038,-0.23388
7.3552e+05,1.514,-0.079968,0.20269,-0.24636
7.3552e+05,1.528,-0.099639,0.18445,-0.25942
7.3552e+05,1.538,-0.083699,0.23499,-0.27689
7.3552e+05,1.549,-0.096474,0.19837,-0.28523
7.3552e+05,1.562,-0.066963,0.21384,-0.30535
7.3552e+05,1.571,-0.0068785,0.15944,-0.32034
7.3552e+05,1.58,-0.024973,0.13634,-0.33726
7.3552e+05,1.594,-0.036635,0.13202,-0.3485
7.3552e+05,1.606,-0.021246,0.1458,-0.36603
7.3552e+05,1.615,-0.010833,0.064378,-0.37301
7.3552e+05,1.632,0.0056306,0.05675,-0.3844
7.3552e+05,1.649,-0.0015535,0.057675,-0.38514
7.3552e+05,1.661,0.025854,-0.041613,-0.39843
7.3552e+05,1.672,0.035624,-0.030852,-0.41653
7.3552e+05,1.687,0.065111,-0.0057958,-0.4065
7.3552e+05,1.702,0.10646,-0.056774,-0.41636
7.3552e+05,1.716,0.092419,-0.064772,-0.4198
7.3552e+05,1.735,0.10956,-0.045877,-0.42208
7.3552e+05,1.75,0.12198,-0.069785,-0.41981
7.3552e+05,1.765,0.1651,-0.10855,-0.42748
7.3552e+05,1.778,0.13785,-0.10249,-0.42423
7.3552e+05,1.791,0.075442,-0.11282,-0.42454
7.3552e+05,1.803,0.15298,-0.1092,-0.41867
7.3552e+05,1.816,0.18264,-0.12183,-0.41967
7.3552e+05,1.827,0.14113,-0.17169,-0.41686
7.3552e+05,1.841,0.2131,-0.16702,-0.40551
7.3552e+05,1.853,0.17685,-0.16857,-0.3891
7.3552e+05,1.876,0.25816,-0.2159,-0.39992
7.3552e+05,1.882,0.2518,-0.21616,-0.38147
7.3552e+05,1.899,0.28534,-0.21645,-0.37906
7.3552e+05,1.901,0.21198,-0.1753,-0.35436
7.3552e+05,1.913,0.30581,-0.2057,-0.35185
7.3552e+05,1.927,0.32146,-0.1725,-0.34322
7.3552e+05,1.933,0.32165,-0.20467,-0.33114
7.3552e+05,1.951,0.30683,-0.22291,-0.31657
7.3552e+05,1.962,0.37367,-0.23648,-0.31077
7.3552e+05,1.967,0.38443,-0.18423,-0.29159
7.3552e+05,1.977,0.40985,-0.25437,-0.27995
7.3552e+05,1.987,0.32233,-0.22713,-0.27177
7.3552e+05,1.996,0.43169,-0.21579,-0.25562
7.3552e+05,2.006,0.47689,-0.23591,-0.23695
7.3552e+05,2.018,0.42828,-0.26687,-0.2238
7.3552e+05,2.018,0.44942,-0.2292,-0.19652
7.3552e+05,2.03,0.43347,-0.24613,-0.17603
7.3552e+05,2.043,0.44531,-0.29643,-0.16176
7.3552e+05,2.045,0.52295,-0.26051,-0.14883
7.3552e+05,2.053,0.55339,-0.24701,-0.13267
7.3552e+05,2.058,0.56815,-0.22405,-0.10503
7.3552e+05,2.059,0.52785,-0.29794,-0.087018
7.3552e+05,2.062,0.55588,-0.27013,-0.050996
7.3552e+05,2.059,0.53914,-0.24858,-0.03159
7.3552e+05,2.065,0.54847,-0.29232,-0.018579
7.3552e+05,2.067,0.50514,-0.30949,0.0011364
7.3552e+05,2.065,0.52648,-0.27865,0.0083327
7.3552e+05,2.072,0.5839,-0.34684,0.036288
7.3552e+05,2.075,0.51138,-0.24305,0.038962
7.3552e+05,2.069,0.5311,-0.26946,0.077154
7.3552e+05,2.064,0.57308,-0.29878,0.088462
7.3552e+05,2.066,0.57617,-0.26346,0.12195
7.3552e+05,2.068,0.53851,-0.28208,0.14425
7.3552e+05,2.056,0.56401,-0.27737,0.16092
7.3552e+05,2.048,0.54326,-0.23416,0.17187
7.3552e+05,2.041,0.65704,-0.21179,0.19149
7.3552e+05,2.033,0.55531,-0.2687,0.19722
7.3552e+05,2.032,0.54291,-0.27959,0.21908
7.3552e+05,2.028,0.52295,-0.23494,0.23916
7.3552e+05,2.015,0.48334,-0.20169,0.26428
7.3552e+05,2.006,0.50531,-0.18962,0.27154
7.3552e+05,1.995,0.52318,-0.21314,0.28643
7.3552e+05,1.988,0.47103,-0.17896,0.28816
7.3552e+05,1.975,0.50686,-0.14459,0.29683
7.3552e+05,1.968,0.44996,-0.22307,0.30813
7.3552e+05,1.959,0.46387,-0.18907,0.31557
7.3552e+05,1.946,0.41453,-0.16947,0.32463
7.3552e+05,1.933,0.44195,-0.17277,0.33144
7.3552e+05,1.924,0.39063,-0.12467,0.33024
7.3552e+05,1.909,0.45935,-0.11843,0.33723
7.3552e+05,1.899,0.38645,-0.097098,0.33785
7.3552e+05,1.888,0.45289,-0.062748,0.34662
7.3552e+05,1.877,0.32327,-0.037567,0.34047
7.3552e+05,1.868,0.36305,-0.05992,0.33849
7.3552e+05,1.858,0.35541,-0.054531,0.33972
7.3552e+05,1.845,0.29085,-0.094659,0.32008
7.3552e+05,1.833,0.30819,0.0049878,0.33592
7.3552e+05,1.82,0.29669,-0.012335,0.32168
7.3552e+05,1.809,0.3093,-0.018778,0.32096
7.3552e+05,1.8,0.24904,0.042195,0.31181
7.3552e+05,1.787,0.20409,-0.038916,0.29115
7.3552e+05,1.78,0.25696,0.063593,0.29251
7.3552e+05,1.771,0.25022,0.028672,0.2858
7.3552e+05,1.762,0.18187,0.058269,0.27683
7.3552e+05,1.752,0.28605,0.056219,0.27637
7.3552e+05,1.744,0.16877,0.072199,0.26042
7.3552e+05,1.735,0.165,0.083101,0.24697
7.3552e+05,1.728,0.13809,0.11818,0.23016
7.3552e+05,1.721,0.13845,0.13827,0.21512
7.3552e+05,1.715,0.15735,0.16216,0.20598
7.3552e+05,1.708,0.093864,0.14947,0.19551
7.3552e+05,1.705,0.10889,0.14434,0.16587
7.3552e+05,1.699,0.1059,0.19779,0.14245
7.3552e+05,1.696,0.10229,0.13923,0.12299
7.3552e+05,1.693,0.081336,0.13478,0.10578
7.3552e+05,1.69,0.10694,0.1475,0.1124
7.3552e+05,1.687,0.047009,0.20584,0.11032
7.3552e+05,1.689,0.089445,0.17325,0.092529
7.3552e+05,1.687,0.085185,0.16669,0.085059
